model,make,type,year,condition,wheelDrive,doors,engine
q7,audi,suv,2008,used,awd,4,3.6lv6
a6,audi,sedan,2008,used,awd,4,3.1lv6
tt,audi,convertible,2002,used,awd,2,1.8li4
tt,audi,coupe,2002,used,awd,2,1.8li4
a8*,audi,sedan,2011,used,awd,4,4.2lv8
a4,audi,wagon,2010,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a6,audi,sedan,2007,used,awd,4,3.1lv6
a4*,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a6,audi,sedan,2005,used,awd,4,4.2lv8
a4,audi,sedan,1997,used,4x4,4,1.8li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a6,audi,sedan,2000,used,awd,4,4.2lv8
a8,audi,sedan,2008,used,awd,4,4.2lv8
s5,audi,convertible,2011,new,awd,2,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
s5,audi,convertible,2011,new,awd,2,3.0lv6
q5,audi,suv,2010,used,awd,4,3.2lv6
a6,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2010,used,fwd,4,2.0li4
a4,audi,sedan,2007,used,awd,4,2.0li4
a8,audi,sedan,2011,new,awd,4,4.2lv8
allroad,audi,wagon,2001,used,awd,4,2.7lv6
a6,audi,sedan,2001,used,awd,4,2.7lv6
a4,audi,sedan,2002,used,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a8,audi,sedan,2011,new,awd,4,4.2lv8
q7,audi,suv,2007,used,awd,4,4.2lv8
a4,audi,wagon,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2008,used,awd,4,3.1lv6
a5,audi,convertible,2011,new,fwd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
r8,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2002,used,awd,4,1.8li4
a4*,audi,sedan,2011,new,awd,2,2.0li4
a6,audi,sedan,2001,used,awd,4,2.7lv6
q7,audi,suv,2008,used,awd,4,3.6lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2003,used,awd,4,4.2lv8
s4,audi,sedan,2011,new,awd,4,3.0lv6
a5,audi,convertible,2011,new,fwd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2008,used,awd,4,3.1lv6
tt,audi,convertible,2008,used,fwd,2,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2009,used,awd,4,3.0lv6
s5,audi,convertible,2011,new,awd,2,3.0lv6
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,sedan,2008,used,fwd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2010,used,awd,4,3.2lv6
a4,audi,sedan,2007,used,fwd,4,2.0li4
a3*,audi,hatchback,2011,new,fwd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,fwd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,wagon,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2007,used,awd,4,3.1lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2005,used,awd,4,3.1lv6
q7,audi,suv,2007,used,awd,4,4.2lv8
tt,audi,convertible,2008,used,fwd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a6*,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,2,3.1lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2011,new,awd,3,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2007,used,awd,4,3.1lv6
tt,audi,coupe,2008,used,awd,2,3.2lv6
q7,audi,suv,2008,used,awd,4,3.6lv6
a4,audi,sedan,2010,used,awd,4,2.0li4
a8,audi,sedan,2011,new,awd,4,4.2lv8
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2003,used,awd,4,1.8li4
a6,audi,sedan,2002,used,awd,4,2.7lv6
q5,audi,suv,2011,new,awd,4,2.0li4
a4,audi,sedan,2007,used,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a8,audi,sedan,2006,used,awd,4,4.2lv8
a4,audi,sedan,2010,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a8,audi,sedan,2011,new,awd,4,4.2lv8
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2003,used,fwd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2009,used,awd,4,3.6lv6
s4,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2008,used,awd,4,3.1lv6
s5,audi,coupe,2009,used,awd,2,4.2lv8
a4,audi,sedan,2003,used,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
a4*,audi,sedan,2008,used,fwd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,wagon,2011,new,awd,4,2.0li4
a5,audi,convertible,2010,new,awd,2,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a3,audi,hatchback,2008,used,fwd,4,2.0li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,convertible,2003,used,fwd,2,3.0lv6
a3,audi,hatchback,2008,used,fwd,2,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2005,used,awd,4,3.0lv6
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,sedan,2006,used,fwd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2000,used,awd,4,1.8li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,sedan,2001,used,awd,4,2.8lv6
a4,audi,sedan,2011,new,fwd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
s5*,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a6,audi,sedan,2003,used,fwd,4,3.0lv6
a4,audi,sedan,2003,used,fwd,4,1.8li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
a6,audi,sedan,2011,new,fwd,4,3.2lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2008,used,awd,4,3.6lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a3,audi,hatchback,2011,new,fwd,4,2.0li4
s6,audi,sedan,2011,new,awd,4,5.2lv10
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2006,used,awd,4,3.1lv6
a5,audi,coupe,2011,new,awd,2,2.0li4
a4*,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,2004,used,awd,4,3.0lv6
a6,audi,sedan,2008,used,awd,4,3.1lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a5,audi,convertible,2011,new,awd,2,2.0li4
q7,audi,suv,2008,used,awd,4,3.6lv6
a4,audi,sedan,2009,used,awd,4,3.2lv6
s5,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2007,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2006,used,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
s5,audi,convertible,2011,new,awd,2,3.0lv6
q7,audi,suv,2008,used,awd,4,3.6lv6
s5,audi,coupe,2011,new,awd,2,4.2lv8
a5,audi,convertible,2011,new,awd,2,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4*,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2006,used,awd,4,2.0li4
a4,audi,sedan,2004,used,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a8,audi,sedan,2011,new,awd,4,4.2lv8
a4,audi,wagon,2011,new,awd,4,2.0li4
tt,audi,coupe,2009,used,awd,2,3.2lv6
q7*,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,1999,used,4x4,4,2.8lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2003,used,awd,4,2.7lv6
a4,audi,wagon,2011,new,awd,5,2.0li4
tt,audi,coupe,2000,used,fwd,2,1.8li4
tt,audi,convertible,2011,new,awd,2,2.0li4
a6,audi,sedan,2003,used,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,convertible,2006,used,fwd,2,1.8li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2007,used,awd,4,2.0li4
a6,audi,sedan,2003,used,awd,4,2.7lv6
a8,audi,sedan,2011,new,awd,4,4.2lv8
a6*,audi,sedan,2008,used,awd,4,3.1lv6
a6,audi,sedan,2008,used,awd,4,3.1lv6
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,5,2.0li4
a8,audi,sedan,1999,used,4x4,4,4.2lv8
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2008,used,awd,4,3.6lv6
a5,audi,coupe,2010,used,awd,2,3.2lv6
tt,audi,coupe,2011,new,awd,2,2.0li4
tt,audi,coupe,2011,new,awd,2,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2003,used,awd,4,1.8li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a6,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,convertible,2003,used,fwd,2,1.8li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,convertible,2008,used,awd,2,3.1lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,3.2lv6
a6,audi,sedan,2011,new,awd,4,3.0lv6
r8,audi,coupe,2011,new,awd,2,5.2lv10
s5,audi,convertible,2011,new,awd,2,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2008,used,awd,4,4.2lv8
a6,audi,sedan,2007,used,awd,4,3.1lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,wagon,2009,new,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,3,3.0lv6
tt,audi,convertible,2004,used,awd,2,3.2lv6
a4,audi,sedan,2005,used,awd,4,3.0lv6
a6,audi,sedan,2007,used,awd,4,3.1lv6
a4,audi,sedan,2008,used,fwd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,wagon,2002,used,awd,3,1.8li4
r8,audi,coupe,2011,new,awd,2,5.2lv10
tt,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,2008,used,awd,4,3.1lv6
q7,audi,suv,2008,used,awd,4,3.6lv6
s4,audi,sedan,2010,used,awd,4,3.0lv6
q5*,audi,suv,2011,new,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a6,audi,sedan,2004,used,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a5,audi,convertible,2011,used,awd,2,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,convertible,2003,used,fwd,2,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
a4,audi,wagon,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,convertible,2008,used,awd,2,2.0li4
a6,audi,sedan,2003,used,awd,4,3.0lv6
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2010,new,awd,4,3.2lv6
s5,audi,coupe,2008,used,awd,2,4.2lv8
s5,audi,coupe,2011,new,awd,2,4.2lv8
a3,audi,hatchback,2008,used,fwd,5,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a6,audi,sedan,2005,used,awd,4,3.1lv6
a6,audi,sedan,2011,new,awd,4,3.0lv6
q7,audi,suv,2008,used,awd,4,3.6lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,convertible,2007,used,awd,2,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,sedan,2011,new,awd,4,3.0lv6
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a5,audi,convertible,2011,new,awd,5,2.0li4
a4,audi,sedan,2005,used,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
a6,audi,sedan,2010,used,awd,4,3.0lv6
a6,audi,sedan,2011,new,awd,4,3.0lv6
a6*,audi,sedan,2002,used,awd,4,3.0lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a6,audi,wagon,2000,used,awd,4,2.8lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a4*,audi,sedan,2003,used,awd,4,1.8li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2006,used,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,fwd,4,3.1lv6
a3,audi,hatchback,2008,used,fwd,4,2.0li4
q7,audi,suv,2011,new,awd,4,3.0lv6
q7,audi,suv,2011,new,awd,2,3.0lv6
q5,audi,suv,2009,used,awd,4,3.2lv6
a5,audi,convertible,2011,new,fwd,2,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
s4,audi,sedan,2011,new,awd,4,3.0lv6
a5,audi,coupe,2009,used,awd,2,3.2lv6
q7,audi,suv,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2007,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2005,used,awd,4,2.0li4
s4,audi,sedan,2004,used,awd,4,4.2lv8
q5,audi,suv,2009,used,awd,4,3.2lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q7,audi,suv,2007,used,awd,4,3.6lv6
a5,audi,coupe,2011,new,awd,2,2.0li4
r8,audi,coupe,2011,new,awd,2,5.2lv10
a4,audi,sedan,2009,used,awd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
a4,audi,sedan,2008,used,awd,4,2.0li4
s4,audi,sedan,2011,new,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,3.2lv6
q7,audi,suv,2011,new,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,2.0li4
a4*,audi,sedan,2011,new,awd,4,2.0li4
a6,audi,wagon,1999,used,4x4,4,2.8lv6
s4,audi,sedan,2011,new,awd,4,3.0lv6
q7,audi,suv,2010,used,awd,4,v8
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,1998,used,4x4,4,2.8lv6
q5,audi,suv,2011,new,awd,4,2.0li4
a3,audi,hatchback,2009,used,awd,4,2.0li4
tt,audi,convertible,2002,used,fwd,2,1.8li4
s5,audi,coupe,2011,new,awd,2,4.2lv8
a4,audi,sedan,2008,used,awd,4,2.0li4
tt,audi,convertible,2008,used,fwd,2,2.0li4
a4,audi,sedan,2006,used,fwd,4,2.0li4
a4,audi,sedan,2010,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a3,audi,hatchback,2010,used,fwd,4,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4*,audi,sedan,2011,new,awd,4,2.0li4
a5,audi,coupe,2010,used,awd,2,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,2008,used,awd,4,2.0li4
a5,audi,convertible,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,convertible,2007,used,awd,2,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2008,used,fwd,4,2.0li4
a4,audi,sedan,2006,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,1996,used,4x4,4,2.8lv6
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,fwd,5,2.0li4
r8,audi,coupe,2011,new,awd,2,5.2lv10
a4,audi,sedan,2011,new,awd,4,2.0li4
q5*,audi,suv,2009,used,awd,4,3.2lv6
r8,audi,coupe,2011,new,awd,2,5.2lv10
a3,audi,hatchback,2011,new,fwd,4,2.0li4
r8,audi,coupe,2011,new,awd,2,5.2lv10
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a4,audi,sedan,2007,used,awd,4,2.0li4
a4,audi,sedan,2011,new,awd,4,2.0li4
a3,audi,hatchback,2011,new,fwd,4,2.0li4
q5,audi,suv,2011,new,awd,4,3.2lv6
a4,audi,sedan,2011,new,fwd,4,2.0li4
a4,audi,sedan,2011,new,awd,2,2.0li4
a4,audi,sedan,2011,new,fwd,4,2.0li4
a6,audi,wagon,2000,used,awd,4,2.8lv6
s5,audi,coupe,2011,new,awd,2,4.2lv8
q5,audi,suv,2010,new,awd,4,3.2lv6
a6,audi,wagon,2002,used,awd,4,3.0lv6
q5,audi,suv,2011,new,awd,4,2.0li4
q5,audi,suv,2011,new,awd,4,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a5,audi,coupe,2011,new,awd,2,2.0li4
a4,audi,sedan,2009,used,fwd,2,2.0li4
continentalgt,bentley,coupe,2010,new,awd,2,6.0lw12
continentalsupersports,bentley,coupe,2010,new,awd,2,6.0lw12
continentalgt,bentley,coupe,2010,used,awd,2,12cyl
continentalsupersports,bentley,coupe,2010,new,awd,2,6.0lw12
continentalgtc,bentley,convertible,2007,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2007,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2010,new,awd,5,6.0lw12
azure,bentley,convertible,2010,new,rwd,2,6.8lv8
continentalsupersports,bentley,coupe,2010,new,awd,2,6.0lw12
continentalflyingspur,bentley,sedan,2011,new,awd,4,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalflyingspur,bentley,sedan,2007,used,awd,4,6.0lw12
continentalflyingspur,bentley,sedan,2008,used,awd,4,6.0lw12
continentalgt,bentley,coupe,2008,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2004,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2010,new,awd,2,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2004,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2011,new,awd,2,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalsupersports,bentley,coupe,2010,new,awd,4,6.0lw12
continentalgt,bentley,coupe,2010,new,awd,2,6.0lw12
continentalflyingspur,bentley,sedan,2011,new,awd,4,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalgtc,bentley,convertible,2007,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2010,new,awd,2,6.0lw12
continentalgtc,bentley,convertible,2008,used,awd,2,6.0lw12
continentalgt*,bentley,coupe,2011,new,awd,2,6.0lw12
continentalflyingspur,bentley,sedan,2007,used,awd,4,6.0lw12
continentalflyingspur,bentley,sedan,2006,used,awd,4,6.0lw12
continentalgt,bentley,coupe,2006,used,awd,2,6.0lw12
continentalgt,bentley,coupe,2005,used,awd,2,6.0lw12
continentalgtc,bentley,convertible,2007,used,awd,2,6.0lw12
continentalgtc,bentley,convertible,2011,new,awd,2,6.0lw12
continentalgtc,bentley,convertible,2011,new,awd,2,6.0lw12
330,bmw,sedan,2006,used,awd,4,3.0li6
x5,bmw,suv,2006,used,awd,4,3.0li6
535,bmw,sedan,2011,new,awd,4,3.0li6
328,bmw,sedan,2008,used,awd,4,3.0li6
328,bmw,sedan,2007,used,awd,4,3.0li6
750,bmw,sedan,2011,new,awd,4,4.4lv8
335,bmw,sedan,2011,new,awd,4,3.0li6
328,bmw,coupe,2007,used,awd,2,3.0li6
750,bmw,sedan,2011,new,rwd,4,4.4lv8
x3,bmw,suv,2007,used,awd,4,3.0li6
535,bmw,sedan,2008,used,awd,4,3.0li6
535,bmw,sedan,2011,new,awd,5,3.0li6
335,bmw,coupe,2011,new,awd,2,3.0li6
335,bmw,sedan,2011,new,rwd,4,3.0li6
740,bmw,sedan,2011,new,rwd,4,3.0li6
328,bmw,wagon,2010,used,awd,4,3.0li6
325,bmw,sedan,2004,used,rwd,4,2.5li6
x5,bmw,suv,2011,new,awd,4,3.0li6
750,bmw,sedan,2011,new,awd,4,4.4lv8
750,bmw,sedan,2011,new,awd,4,4.4lv8
528,bmw,sedan,2010,new,rwd,4,3.0li6
328,bmw,sedan,2008,used,awd,4,3.0li6
x5,bmw,suv,2011,new,awd,4,4.4lv8
535,bmw,sedan,2011,new,awd,4,3.0li6
328,bmw,sedan,2011,used,awd,4,3.0li6
535,bmw,sedan,2008,used,awd,4,3.0li6
x3,bmw,suv,2010,used,awd,4,3.0li6
328,bmw,sedan,2011,new,rwd,4,3.0li6
